review,sentiment
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",positive
"This is one horror movie based TV show that gets it right. Friday the 13th the series had no connection to the movies. Poltergeist the legacy: I'm not so sure. It may have been loosely connected to the movies. It feels like they just throw a famous title on a show so fans will watch it.<br /><br />It shows Freddy being burned by the Elm street parents(in the 1st episode I believe) and the amount of parents were disappointing. With all the kids he targeted in the 1st 3 movies, you'd expect there to be more parents. But oh well.<br /><br />Freddy is basically the narrator for the show. He watches the actions of people in the real world sometimes getting involved somehow. Just like other anthology shows like Tales from the crypt, there's a supernatural or surprise ending twist involved.<br /><br />The acting lacks but believe it or not: the violence sometimes surpasses that of the movie. This show lasted a couple of seasons and was made around the time of the 4th movie. i heard it was canceled due to protesting parents. I watched a lot of R rated stuff as a kid, so its a shame parents had to ruin it for everyone. 4 more movies came after the series , so it wasn't a total loss.",positive
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"I believe an entire book can be written about the odyssey to remake the classic film on which this film is loosely based. When Hollywood first started talking about such enterprise, the reaction was always negative because there were just too many aspects that could have gone wrong, starting with the solid ensemble that made the original unforgettable, and that's exactly where things begin souring here, with the selection of actresses that otherwise can do remarkable work, but that are not suited to the parts, and sadly enough, have been directed with the heavy hand of a director that doesn't understand or appreciate the source material.<br /><br />It seems as if there is no focus or direction, or as if the direction that has been taken is to obliterate anything that was good about the original film. This is called an updating, as in let's drain the story out of humor, snappy dialogue, and any interesting premise. Most of all, let's prove that women have come a long way, except that the problem is that we don't really get (at least by watching this film) where the women are truly going.<br /><br />For starters, casting Meg Ryan in the central role proves almost fatal to the movie because somehow she seems to have locked herself into some sort of limbo where women don't really change appearances, even after 20 years of working in the movies. Her Mary which proved to be a difficult role in the 30's, somehow grew from her interaction with the other stereotypes, like Dorothy in ""The Wizard of Oz"" by learning, observing, and realizing that she had a choice in the matter. It might not have been a choice that women would celebrate nowadays, but it was fun ride, and part of the fun, was the catty, silly, sometimes slapstick routines that elevated that movie into the realm of the sublime. In here, we are down to earth with a thud. By changing the nature of Sylvia, the film has lost a lot of its spark, and it isn't in anyway Annette Bening's fault. I couldn't help but admiring how she tried to save this sinking ship and got a sinking feeling as she struggled with the horrible lines she was handled. Thankfully I entertained myself by looking at some of her terrific outfits and kept reminding myself how talented this lady really was. Her Sylvia is wise but flawed, and she could have been a great creation. Unfortunately Ms. English wasn't paying attention to her own work and loses control of the one character that could have turned the film into a fresh direction.<br /><br />Yet that wasn't the biggest blasphemy of them all. In the original, we have Joan Crawford doing probably one of the best performances by a woman. Her Crystal is legendary, with conniving lines, incendiary moves, duplicitous maneuvers, and some very sexy poses. She was the link between the male and the female, and through her we knew what the whole catastrophe was about. She provided the tension between men and women. She was dangerous, sexy, the ultimate femme fatale. A woman of intelligence that we feared and admired, and most importantly, we wanted to destroy to save our heroine. Eva Mendes, as gorgeous as she is, is two dimensional in this outing because of weak writing, and once again, some bad casting.<br /><br />There are more atrocities in the film, such as the addition of a terrible role for Mensing as the dedicated mother who lives for having babies, and the rather annoying lesbian turn by Pinkett. Then comes the biggest waste of talent in the movie, as Bette Middler, who is a little unrecognizable in her make up, shows the spark of what could have been. Her acidic delivery reminds us of the contemporary angle the film could have taken. Her words revive and put a big of much needed naughtiness in the film, and it is exciting to see that it could really fly, then she is gone. She is in the film all of six minutes, and she fades away in the middle of the muddle.<br /><br />Here is a movie that raised our anticipation level and truly disappointed us, a film that could have joined the successful ""Sex in the City"" who made an amazing transition to the big screen because it respected its source material and didn't compromise. It gave us more, bigger and better adaptation. It truly updated what had made it successful before. ""The Women"" in its present reincarnation needs to go back and rework itself, much like ""The Hulk"" did it this year, find more suitable performers, a really good writer, and most of all, someone who truly treasures what good movies are about.",negative
"Arnold fans will holler in joy, fans of brainless action will holler in astonishment, and Catholics will just holler.<br /><br />Illogically written by Andrew W. Marlowe and ham-handedly directed by Peter Hyams, *End of Days* gets The Terminator out of his open-backed hospital gown (Arnold Schwarzenegger's return to the big screen after his heart operation), whilst blowing things up in Mysterious Ways and blaspheming Biblical verse to give Catholics something more to whine about.<br /><br />It is 1999 and doom-sayers the world over live in trepidation of their computers going fritz and losing their downloaded porn. Even as the technological stank of Y2K muttons the New York streets, ex-cop turned alcoholic security guard, Jericho Cane (Schwarzenegger, with the perfunctory ""dead-wife-and-kid"" back-story for Loose Cannon effect), must brave theological waters to save 20-year-old virgin Christine (Robin Tunney) from being conscripted as  wait for it  The Bride of Satan. Dun dah daaaarrrh! Stupidity ensues.<br /><br />For every anti-hero, there is his anti-Christ. Gabriel Byrne is the devil here  and he's out to party like it's 1999, on a mission to impregnate Christine with the Anti-Christ between 11 pm and 12 midnight, December 31, 1999  ironically, in the hour that all porn will be lost  thereby bringing about the End of Days. Being able to read minds, conjure hallucinations and employ limitless magic, it doesn't occur to Satan to expedite the impregnation process by appearing months in advance and courting Christine as a teen model and then closing the panty raid easily at the appointed time; instead, he appears on December 28th like a Keyser Soze Terminator and wonders why she doesn't welcome him with open thighs (See above comment re: stupidity.) Here is a movie where nothing makes sense the moment it is uttered, let alone after contemplating its veracity or mythology. A priest (Rod Steiger) tells Jericho that '666' is really '999' upside down with a '1' in front of it. So wait - *Prince* is the Anti-Christ?<br /><br />Satan Soze pursues Jericho and Christine (J and C  get it?) around town, at no point doing anything which would actually precipitate their capture. In one scene, Satan recreates Jericho's wife and child to tempt him into revealing where he hid Christine. But if he can see so deeply into Jericho's mind in recreating his family with enough nuance to inspire nostalgia, why can't he see where Jericho hid Christine not ten minutes ago? <br /><br />Satan can make an assassin talk without a tongue, yet he can't make that assassin unjam a semi-automatic weapon. And when Jericho shoots Satan at point blank range, Satan is courteous enough to open his shirt to reveal the wounds closing, so Jericho won't worry unduly about Satan's health - not sanitary to go about with open bullet wounds Matter of fact, instead of simply possessing Jericho himself to get close to Christine and rape her, Satan expends so much unnecessary energy on side-projects (crucifying the tongue-less guy, blowing up Jericho's partner (Kevin Pollak) and then saving him, and then blowing him up again, ridiculously battling Jericho when he could snuff him out with the effort of thought) that we wonder whether a more efficient assassin/lover shouldn't be put on the case  say, Antonio Banderas.<br /><br />What I find most precious about *End of Days* is Arnold's valiant attempts at The Method: ""sad"" means scrunching up his eyes and not blurting out anything in a foreign accent; ""depressed"" means raising a bottle to his lips and not blurting out anything in a foreign accent; ""deathly scared"" means widening his eyes and not blurting out anything in a foreign accent. There's definitely a pattern here, if we could only decipher it.<br /><br />In the end, the devil is dispatched not by the holy men whom Catholics pray to for deliverance from apocalypses such as these, but from the atheist Jericho. While the timid men of an impotent god exhort ""faith"" and quiver in their cells doing nothing about Satan actually walking amongst them, the Prince of Darkness is thwarted by a nullifidian with a big gun and a foreign accent. Which clearly says something that Catholics blindly refuse to hear: that even if the Devil were to exist, those who have been indoctrinated to unconditionally and irrationally fear him would be unable to conjure a belief in his downfall, let alone act towards it. Further, they might not truly WANT him defeated, for only through his contrary polarity does their god's existence become tenable.<br /><br />For it is written in the Book of Revelations: ""And the Prince of Darkness shall descendeth upon the Earth without any solid game plan, and impregnate a virgin on a date which won't have any significance until the Gregorian Calendar of the 1500s adopts the day numbering which will put it in sync with the equinoxes and the Anno Domine syntax which will annoy sensible people for millennia, by which time, Christians will have forgotten Christ's actual birth date and appropriated the pagan Saturnalia festival in its stead. And the Prince shall effect a Revolution through tight purple pants and ambiguously-lesbian band members"" I can believe the people being drained of blood and crucified, and the alcoholic built like a Mr. Universe; I can believe that a giant, supernatural monster can't kill a guy armed only with a foreign accent; I can even believe that the devil needs to perform some hokey thirteenth century Celtic Druid ritual as foreplay - but what I cannot believe is the 20-year-old virgin in New York City in 1999.<br /><br />Especially around Prince...",negative
"An art house maven's dream. Overrated, overpraised, overdone; a pretentious melange that not only did not deserve Best Picture of 1951 on its own merits, it was dwarfed by the competition from the start. Place in the Sun, Detective Story, Streetcar Named Desire, Abbott and Costello Meet the Invisible Man; you name it, if it came out in '51, it's better than this arthouse crapola. The closing ballet is claptrap for the intellectual crowd, out of place and in the wrong movie. Few actors in their time were less capable (at acting) or less charismatic than Kelly and Caron. My #12 Worst of '51 (I saw 201 movies), and among the 5 worst Best Picture Oscar winners.",negative
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"If you want a complete waste of time, because pulling lint out of your belly button or cleaning the wax out of your ears or grouting your tile is your idea of a carnival thrill ride, then you'll not want to miss this one.<br /><br />For one thing, forget the VHS cover. NO body in this movie looks that attractive (ie, the Indian girl). Someone else commented that whoever posed for the cover is not the same girl and I agree. The cover is THE most exciting thing about this movie.<br /><br />To put this in perspective, I bought this VHS for 99 cents at K-Mart and three minutes, no, 40 seconds into the movie, I knew I had been ripped off.<br /><br />I finished watching it because 1) I did pay 99 cents after all and, 2)there might possibly, conceivably been a hair of chance some scene in this turkey was worth more than a pinched loaf.<br /><br />There wasn't.<br /><br />Good grief, Fonda. I know you were hard up for roles when you did this, but this is beneath you.",negative
"Clearly my rating for this is not to suggest it compares with the classy horrors of the likes of Argento but with other 70s low budget, drive in fare and in that department it truly is a classic. The lack of money shows, (Does anyone care too much?) the acting is adequate rather than professional, (Does that make it more realistic?) but unlike so many other movies, and not just low budget ones, this does not drag for a moment. Crap it may be but non stop crap, in your face crap and although inevitably a bit campy at times, this is a must see for anyone who has any idea what I'm talking about. At times quite delirious, this crazy little film filled out with crazy characters is clearly made for fun and fun indeed it is to watch.",positive
"This should have been a movie about Sam and his wife, the glorious Peter Falk and equally glorious Olympia Dukakis. That would have been a movie worth seeing. Instead it's a Paul Reiser vehicle, with a little Falk thrown in. The wonderful Elizabeth Perkins is also in this movie, but you'd hardly know it. I presume Reiser is under the impression that he's a giant movie star who needs an appropriate vehicle. He's not. Even more galling is that Reiser took the trouble to hire some of the best women character actresses on the screen today and then shoved them all into his background. Dukakis does not show up until the last 15 minutes, but when she does, the screen glows. The story is about Falk and Dukakis really, but we're subjected to a pointless, silly, preposterous road trip in which Reiser gets to show how very cute, precious and oh-so-deep with psychological insight (wrong!) he can be. For instance, In a restaurant scene that I imagine Reiser had hoped was ""Cassavetes-like"" there's a laughably false confrontation between Reiser and Falk that is so patently ridiculous, I was embarrassed for Falk.",negative
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",positive
"I'm not sure what version of the film I saw, but it was very entertaining.<br /><br />I did not know who the ""Twins"" were (Gillian Chung and Charlene Choi) before seeing this movie and I think the English translation of the title is somewhat misleading.<br /><br />The martial arts are very nicely done. I especially liked them, because there was a lot of judo/grappling that was filmed very nicely. Donnie Yen (see him in Hero, great performance) as a director is great as he knows how to shoot these scenes.<br /><br />Everything seemed to flow for me, except there is one scene where the girls are on the rooftop fighting with bamboo poles. It has really nothing to do with the plot, but it's still entertaining.<br /><br />Overall, this is one of the better (modern) HK action flicks I've seen in a while. Although cheesy in some respects, it still pulls it off.<br /><br />Definitely a 9/10",positive
"How i deserved to watch this crap??? Worst ever. The acting was awful, when i read that this was a comedy i expected at least to smile, once - or twice, but.... If you are wiling to loose hour and a half of your lives, this is the right movie. I recommend just look in a wall or something, anything else but watch this ""film"". Yoy can even watch a documentary (if you are a guy) about pregnant women, i guarantee it will be more entertaining :)The actor in this one (i forgot his name) is not that bad, and i am surprised how hi accepted the role. Anyway ""I want someone to eat cheese with"" is the right film if you want to punish someone.",negative
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"Mmmm, a previous summary says ""if you like aliens and predator you will enjoy this film"" i could not disagree more, this film pays no respect to its weighty lineage and has reduced two of the best loved sci fi strands to little more than a teen horror slasher movie, it has none of the tension or foreboding present in previous alien or predator movies and there is no discernible lead character, i really did not care about any of the characters and i positively yearned to see the stereotypical cast die as soon as possible in the vain hope something better would replace them, it really takes super human incompetence to have two of the most fearsome creatures ever invented positively fail to make a gripping thrilling movie, only watch this if you want to see how NOT to do it.",negative
"Steve Biko was a black activist who tried to resist the white minority governed South Africa in much the same way as Gandhi tried to resist the British empire's colonialism in India. Richard Attenborough's film Cry Freedom is not about Biko or Apartheid as much as it is about Donald Woods, the white liberal newspaper editor who risked his life trying to tell Biko's story. The film has a jarring point of view switch after Biko dies in prison from tortuous behavior at the hands of South African ""police"". Woods, played by Kevin Kline, must choose whether to do the right thing and flee the country to publish books about Biko or allow his wife, played by Penelope Wilton, to pressure him into forgetting about the books. In that case, Biko dies in vain. What begins as a life-changing friendship between Biko and Woods degenerates into a standard by the numbers escape over the border yarn after Biko's death. Oscar-nominated Denzel Washington is good in only his fourth film as Biko, but something is wrong in a film that tries to depict the struggles of Apartheid by focusing more on the trials of a white family for more than half the film. Attenborough would have served his topic better by focusing on Biko's rise to prominence instead of beginning where Biko befriended Woods. Perhaps a black actor in a leading role in a 2 1/2 hour film wasn't exactly conducive to big box office, but the film was a tremendous box office flop anyway. Film politics aside, the film still entertains and sends a message or two, albeit, in PG-sanitized fashion. *** of 4 stars.",positive
"Skip McCoy is a three time loser pick pocket, unable to curb his instincts back on the street, he picks the purse of Candy on a subway train. What he doesn't realise is that Candy is carrying top secret microfilm, microfilm that is of high interest to many many organisations.<br /><br />Director Samuel Fuller has crafted an exceptional drama set amongst the seedy underworld of New York City. Communist spies and shady government operatives all blend together to make Pickup On South Street a riveting viewing from first minute to the last. Based around a Dwight Taylor story called Blaze Of Glory, Fuller enthused this adaptation with heavy set political agenda, something that many at the time felt was over done, but to only focus on its anti communist leanings is doing it a big disservice.<br /><br />Digging a little deeper and you find characters as intriguing as any that Fuller has directed, the main protagonist for one is the hero of the piece, a crook and a shallow human being, his heroics are not born out of love for his country, they are born out of his sheer stubborn streak. It's quite an achievement that Fuller has crafted one of the best anti heroes of the 50s, and i'm sure he was most grateful to the performance of Richard Widmark as McCoy, all grin and icy cold heart, his interplay with the wonderful Jean Peters as Candy is excellent, and is the films heart. However it is the Oscar nominated Thelma Ritter who takes the acting honours, her Moe is strong and as seedy as the surrounding characters, but there is a tired warmth to her that Ritter conveys majestically.<br /><br />It's a B movie in texture but an A film in execution, Pickup On South Street is a real classy and entertaining film that is the best of its most intriguing director. 9/10",positive
"Just saw the World Preem of Fido at the Toronto International Film Festival and thoroughly enjoyed it. Here we have a welcome reworking of a genre widely thought to have been pioneered (certainly 'fleshed out' extensively and successfully) by George Romero. But this is a Canadian film by a Canadian Director and it's a Comedy! And, YES, I actually think it is better than 'Shawn of the Dead'. Thoroughly believable and, perhaps even more importantly, enjoyable performances by Dylan Baker, Carrie-Anne Moss and young actor K'Sun Ray, whom I suspect we'll be seeing a lot more of in future features. However, I must confess that I most enjoyed the delicious turn by Tim Blake Nelson as neighbour Mr. Theopolis, essentially playing a willing animated version of Victor Van Dort from the Corpse Bride (or, for those who've seen the film, wouldn't that read even better here as the Corpse Pride?) and, of course, Scotch actor Billy Connolly in his least animated, yet somehow deeply moving role as the titular character. Just think, he would not have gotten this role had it not been for Peter Stormare's commitments to Prison Break (as was revealed in the Q&A following Thursday night's screening). I can't help but speculate that the Screenwriters must have drawn a lot of inspiration from Day Of The Dead's Zombie 'Bub'.I am not keen on ever revealing plot details during a Comment and I won't start now. Suffice it to say that Fido is NOT one of those dour, graphically gory Zombie films you can rely on from Romero. Rather it is a film that will have you constantly chuckling and, although (and I did have to think back carefully to be sure) there is a fair dose of blood-letting and violence, the delectable humour, so well enhanced by the surreal milieu created by Director Currie and his co-screenwriters, goes a long way towards making this seem like a feature that ought to be rated PG-13. I urge you to go see this little Canuck gem. I'll certainly be buying the DVD once it emerges hopefully by next Summer.",positive
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",positive
"This should be re-named ""Everybody Loves Sebastian"". The 1983 rural go-nowhere town high school junior (or senior? - they seemed to flip flop on that one) with weird hair and ""Leo-like"" good looks has a big plate full of issues. His step-dad announces definite plans to have a sex-change operation, upon which his mom calls the marriage quits; Sebastian is called the ""f"" word by everyone and their mother, all-the-while ""kissing around"" with various girls, getting high on Ready-Whip at a supermarket, and saving a ""strawberry"" prostitute from the clutches of her ruthless pimp.<br /><br />Sebastian's ""buddies"" make Eddie Haskal look like a choir boy; bad association doesn't get much worse. Sebastian seems to go for ""Harold's"" suicide attempts record (although he won't admit suicidal tendanccies). For no apparent reason the genius level SAT scoring Sebastian MUST graduate a year early, although he has no clue about the future, nor does he want to attend college (what gives with this nonsense?).<br /><br />This film is a look into a few weeks in the life of someone who is PRETTY MESSED UP. The final scene suggests that things will be alright, although the HOW is left entirely up to the viewer.<br /><br />The makers of this film seem to bank solely on the undisputed appeal of the very attractive male lead. The ""story"" leaves a lot to be desired. Looking for ""what will this gorgeous kid do next...?"" doesn't exactly satisfy. The lackluster production values just don't measure up to other films, independent or otherwise. A low budget and weak story need more than a pretty face to carry it through. The ""results"" of this project are forgettable and an insult to intelligent cinema fans.",negative
"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footage and a lot of ineptly staged ""drama""...a lack of logic and truly dreadful dialogue are the defining aspects, although the final twists and allegiance shifts could've been a nifty end to a better movie. Burt still has presence, although it also means you notice more when he mouths insultingly half-baked ""one-liners"".",negative
"THE MAN IN THE WHITE SUIT, like I'M ALL RIGHT JACK, takes a dim view of both labor and capital. Alec Guinness is a scientific genius - but an eccentric one (he has never gotten his university degree due to an...err...accident in a college laboratory). He manages to push himself into various industrial labs in the textile industry. When the film begins he is in Michael Gough's company, and Gough (in a memorable moment) is trying to impress his would-be father-in-law (Cecil Parker) by showing him the ship-shape firm he runs. While having lunch with Parker and Parker's daughter (Joan Greenwood), Gough gets a message regarding some problems about the lab's unexpectedly large budget problems. He reads the huge expenditures (due to Guinness's experiments), and chokes on his coffee.<br /><br />Guinness goes on to work at Parker's firm, and repeats the same tricks he did with Gough - but Parker discovers it too. Greenwood has discovered what Guinness is working on, and convinces Parker to continue the experiments (but now legally). The result: Guinness and his assistant has apparently figured out how to make an artificial fiber that can constantly change the electronic bonds within it's molecular structure so that (for all intents and purposes) the fiber will remain in tact for good. Any textile made from it will never fade, get dirty, or wear out - it will last forever.<br /><br />Guinness has support from a female shop steward, but not her chief. He sees Guinness as selling out to the rich. But when he explains to them what he's done, they turn against him. If everyone has clothes that will last forever then they will not need new clothes! Soon Parkers' fellow textile tycoons (led by Gough, Ernest Theisinger - in a wonderful performance, and Howard Marion-Crawford) are equally panic stricken by what may end their businesses. They seek to suppress the invention. With only Greenwood in his corner (although Parker sort of sympathizes with him), Guinness tries to get the news of his discovery to the public.<br /><br />In the end, Guinness is defeated by science as well as greed. But he ends the film seeing the error in his calculations, and we guess that one day he may still pull off his discovery after all.<br /><br />It's a brilliant comedy. But is the argument for suppression valid? At one point the difficulties of making the textile are shown (you have to heat the threads to a high temperature to actually enable the ends of the material to be united. There is nothing that shows the cloth will stretch if the owner gets fat (or contract if the owner gets thin). Are we to believe that people only would want one set of clothing for ever? What happened to fashion changes and new styles? And the cloth is only made in the color white (making Guinness look like a white knight). We are told that color dye would have to be added earlier in the process. Wouldn't that have an effect on the chemical reactions that maintain the structure of the textile? <br /><br />Alas this is not a science paper, but a film about the hypocrisies of labor and capital in modern industry. As such it is brilliant. But those questions I mention keep bothering me about the validity of suppressing Guinness' invention",positive
"About the baby: Why wasn't big brother assuming he'd be hungry for a bottle or some nourishment or a diaper change? He should have been screaming non-stop after that many hours without care. Definitely stupid to take the baby from a safe place when he didn't need to.<br /><br />And why was the road miraculously clear whenever anyone wanted to drive somewhere? Didn't any uprooted trees fall on the roads and block them?<br /><br />I can't imagine the cops at the roadblock not immediately following after any young person who would crash it, especially when they said it was dangerous to go there.<br /><br />That being said, it was nice to have a movie children could safely watch, for a change.",negative
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative
"Hugh (Ed Harris) is a hotshot, bachelor senator determined to run for president. One day, however, he happens upon an old high school classmate named Aggie. Aggie (Diane Keaton) is an accomplished and award-winning author with a lovely face and an independent spirit. Hugh is smitten. He convinces Aggie to become his fiancé. But, will Aggie have to sacrifice her principles of honesty in the world of politics, where things are not always what they seem to be? And, will she be able to withstand the rigors of a harsh media blitz? This is, mostly, a nice romance for those who adore tales of affection. Hugh and Aggie are absolutely in love and their banter and conversation are a good view. However, although the movie tries to show the political life in its reality, it doesn't completely succeed. Nevermind. The production values are high and the script is very elegantly written. With these advantages and the handsome personages of Keaton and Harris, those who sit down to the film will find it to be good entertainment.",positive
"I have been a Mario fan for as long as I can remember, I have very fond memories of playing Super Mario World as a kid, this game has brought back many of those memories while adding something new. Super Mario Galaxy is the latest installment in the amazing Mario franchise. There is much very different about this game from any other Mario before it, while still keeping intact the greatest elements of Mario, the first noticeable difference is that the story takes place in space.<br /><br />The story begins much like any other Mario game, Mario receives a letter from Princess Peach inviting him to a celebration at her castle in the Mushroom Kingdom. Upon arriving at Peach's castle Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their airships. Bowser kidnaps Princess Peach and then lifts her castle up into space. In the midst of the castle being lifted into space Mario falls off and lands on an unknown planet. Mario is found by a talking star named Luma and is taken back to the Luma's home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has taken away the space station's Power Stars and scattered them across the universe, it is up to Mario to help the Lumas find them and save Peach, thus the adventure begins.<br /><br />The way you play the game is by flying from the space station to other galaxies, each galaxy consists of multiple planets that Mario travels amongst in levels via these shooting stars to retrieve the Power Stars. Mario can at many times walk all the way around planets without losing gravity, some planets are small and others are big, many planets are similar to classic Mario environments. The best thing about the game are the controls, all of the stuff like jumping and such is still the same, but the wiimote is used in many unique ways in this game. You shake the remote Mario will perform a spin that is used as the primary attack in the game, and it will as well activate the shooting stars. You can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment. Then there is the graphics, these are by far the best graphics on the Wii, it is just so hard to describe how great this game looks, you could probably almost say it looks as good as some 360 games.<br /><br />My only minor gripes is that the going upside down effect takes some getting used to, and also the story is pretty weak. The worst part is that you lose all of your lives when you turn off the game, no matter how many you had when you last quit you restart at 4 lives. Still these minor problems aside it's a superb game that is highly entertaining and is very challenging. This is the type of game that we've been waiting for on the Wii.<br /><br />A perfect 10 out of 10!",positive
